Movie,Tags,Rating,Meta_score,Preview,Stars,Director,Writer
Warrior,"Fight choreography,Cinematography,Inner conflict,Sport,Authentic emotion,Back to top,Family dynamics,Drama,Emotional weight,Dramatic tension,Boxing,Performance,Character development,Action",8.1,71,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","Joel Edgerton,Nick Nolte,Tom Hardy",,
Fargo,"Standout performance,Cinematography,Back to top,Authentic emotion,Dark humor,Cop Drama,Drama,Direction,Police Procedural,Atmospheric,Tragedy,Dark Comedy,Genre blending,Comedic brilliance,Crime,Thriller",8.1,88,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"William H. Macy,Frances McDormand,Steve Buscemi",,
Harry Potter and the Deathly Hallows: Part 2,"Cinematography,Back to top,Teen Adventure,Adaptation,Family,Special effects,Enduring legacy,Mystery,Dark Fantasy,Fantasy,Action sequences,Tragedy,Satisfying ending,Performance,Character development,Action Epic,Fantasy Epic,Teen Fantasy,Adventure",8.1,85,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort.","Daniel Radcliffe,Rupert Grint,Emma Watson",,
The Wild Robot,"Computer Animation,Back to top,Animation style,Authentic emotion,Animal Adventure,Family dynamics,Family,Personal growth,Artificial Intelligence,Survival,Sci-Fi,Identity,Adventure,Animation,Adaptation,Character development,Friendship,Environmentalism",8.2,85,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.","Kit Connor,Pedro Pascal,Lupita Nyong'o",,
The Bridge on the River Kwai,"Cinematography,Pacing,Adaptation,Historical accuracy,Back to top,Drama,Performance,Production design,Social commentary,Adventure,Dramatic tension,Jungle Adventure,Enduring legacy,War,War Epic",8.1,88,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.","William Holden,Alec Guinness,Jack Hawkins",,
"Three Billboards Outside Ebbing, Missouri","Unpredictable,Back to top,Dark humor,Writing,Drama,Performance,Emotional weight,Great ensemble,Satire,Social commentary,Dark Comedy,Comedy,Character development,Crime",8.1,88,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,"Woody Harrelson,Frances McDormand,Sam Rockwell",,
Raging Bull,"Cinematography,Inner conflict,Sport,Authentic emotion,Back to top,Family dynamics,Drama,Biography,Direction,Docudrama,Atmospheric,Boxing,Period Drama,Performance,Realism",8.1,90,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.","Robert De Niro,Cathy Moriarty,Joe Pesci",,
Trainspotting,"Standout performance,Cinematography,Soundtrack,Back to top,Narration,Dark humor,Drama,Psychological Drama,Drug Crime,Philosophical elements,Social commentary,Dark Comedy,Realism,Crime,Friendship",8.1,83,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.","Ewan McGregor,Ewen Bremner,Jonny Lee Miller",,
Catch Me If You Can,"Back to top,Coming-of-Age,Caper,Family dynamics,Drama,Biography,Direction,Suspenseful,Globetrotting Adventure,Docudrama,True Crime,Period Drama,Comedic brilliance,Thrilling,Character development,Crime,Charming,Chemistry",8.1,75,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.","Leonardo DiCaprio,Tom Hanks,Christopher Walken",,
V for Vendetta,"Dystopian Sci-Fi,Cinematography,Freedom,Back to top,Dystopian elements,Drama,Symbolism,Action sequences,Sci-Fi,Social commentary,Superhero,Adaptation,Thought-provoking,Political Thriller,Action,Thriller",8.1,62,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.","Hugo Weaving,Natalie Portman,Rupert Graves",,
Rashomon,"Cinematography,Back to top,Authentic emotion,Narrative complexity,Drama,Direction,Suspenseful,Philosophical elements,Social commentary,Enduring legacy,Ambitious,Period Drama,Mystery,Crime,Thought-provoking",8.1,98,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.","Machiko Kyô,Masayuki Mori,Toshirô Mifune",,
"Lock, Stock and Two Smoking Barrels","Back to top,Rewatchable,Uneven quality,Thin story,Dark humor,Derivative,Great ensemble,Heist,Gangster,Dark Comedy,Kinetic style,Farce,Comedy,Crime,Iconic lines,Camera work,Comedic brilliance",8.1,67,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.","Nick Moran,Dexter Fletcher,Jason Flemyng",,
Chinatown,"Cinematography,Back to top,Drama,Conspiracy Thriller,Direction,Hard-boiled Detective,Psychological Thriller,Atmospheric,Dark tone,Iconic ending,Mystery,Narrative complexity,Tragedy,Performance,Character development,Suspenseful,Psychological Drama,Social commentary,Thriller",8.1,92,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.","John Huston,Jack Nicholson,Faye Dunaway",,
The Secret in Their Eyes,"Cinematography,Back to top,Drama,Suspense Mystery,Authentic emotion,Whodunnit,Direction,Psychological Thriller,Romantic,Dark Romance,Legal Thriller,Narrative complexity,Emotional weight,Tragedy,Satisfying ending,Period Drama,Erotic Thriller,Suspenseful,Psychological Drama",8.2,80,"A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases, and for his unreciprocated love with his superior--both of which still haunt him decades later.","Soledad Villamil,Pablo Rago,Ricardo Darín",,
Ran,"Cinematography,Costume design,Samurai,Authentic emotion,Adaptation,Back to top,Family dynamics,Drama,Direction,Symbolism,Action sequences,Epic,Tragedy,Dramatic depth,Period Drama,War,Action,War Epic",8.2,97,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.","Akira Terao,Jinpachi Nezu,Tatsuya Nakadai",,
Gone with the Wind,"Cinematography,Back to top,Drama,Authentic emotion,Epic,Costume Drama,Romantic,Enduring legacy,Historical accuracy,War,Survival,Tragic Romance,Period Drama,Character development,War Epic,Romance,Production design,Social commentary,Romantic Epic",8.2,97,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,"Thomas Mitchell,Clark Gable,Vivien Leigh",,
Casino,"Cinematography,Back to top,Authentic emotion,Drama,Docudrama,Iconic performance,Epic,Gangster,Social commentary,True Crime,Ambitious,Adaptation,Dark tone,Dramatic tension,Crime,Narration",8.2,73,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.","Robert De Niro,Sharon Stone,Joe Pesci",,
Inside Out,"Back to top,Coming-of-Age,Family dynamics,Drama,Comedy,Animation style,Authentic emotion,Family,Emotional weight,Fantasy,Animation,Inspirational,Character development,Computer Animation,Educational,Mental health,Psychological Drama,Farce,Adventure,Psychological depth",8.1,94,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","Amy Poehler,Lewis Black,Bill Hader",,
Klaus,"Back to top,Family dynamics,Heartfelt,Comedy,Hand-Drawn Animation,Animation style,Authentic emotion,Family,Holiday Comedy,Holiday Family,Holiday Animation,Holiday,Fantasy,Animation,Inspirational,Comedic brilliance,Character development,Friendship,Production design,Adventure",8.2,65,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.","Jason Schwartzman,Rashida Jones,J.K. Simmons",,
The Sixth Sense,"Supernatural themes,Standout performance,Back to top,Rewatchable,Family dynamics,Drama,Direction,Psychological depth,Emotional weight,Psychological Drama,Suspenseful,Psychological Thriller,Suspense Mystery,Atmospheric,Mystery,Thriller",8.2,64,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.","Bruce Willis,Toni Collette,Haley Joel Osment",,
There Will Be Blood,"Cinematography,Back to top,Religious themes,Narrative complexity,Drama,Suspenseful,Psychological Drama,Epic,Atmospheric,Social commentary,Tragedy,Ambitious,Period Drama,Performance",8.2,93,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","Paul Dano,Daniel Day-Lewis,Ciarán Hinds",,
All About Eve,"Dialogue,Inner conflict,Back to top,Drama,Production design,Social commentary,Enduring legacy,Showbiz Drama,Ambitious,Performance,Dramatic tension,Narration",8.2,98,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,"Anne Baxter,Bette Davis,George Sanders",,
The Father,"Back to top,Authentic emotion,Confusing,Drama,Direction,Family dynamics,Emotional weight,Psychological Drama,Mental health,Performance,Mystery,Realism,Thought-provoking",8.2,88,"A man refuses all assistance from his daughter as he ages. When he tries to understand what is happening around him, he begins to doubt his loved ones, his own mind and even the fabric of his reality.","Olivia Colman,Mark Gatiss,Anthony Hopkins",,
The Kid,"Back to top,Authentic emotion,Physical comedy,Heartfelt,Drama,Buddy Comedy,Family,Emotional weight,Social commentary,Farce,Slapstick,Enduring legacy,Comedy,Character development,Charming,Comedic brilliance",8.2,N/A,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.","Charles Chaplin,Jackie Coogan,Edna Purviance",,
Jurassic Park,"Back to top,Iconic score,Visual spectacle,Direction,Suspenseful,Special effects,Dinosaur Adventure,Creature design,Generational appeal,Sci-Fi,Environmentalism,Adventure,Jungle Adventure,Thrilling,Character development,Action,Thriller",8.2,68,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.","Sam Neill,Jeff Goldblum,Laura Dern",,
Shutter Island,"Cinematography,Back to top,Narrative complexity,Drama,Direction,Psychological depth,Suspenseful,Gothic,Production design,Psychological Thriller,Suspense Mystery,Atmospheric,Performance,Mystery,Thriller",8.2,63,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,"Leonardo DiCaprio,Mark Ruffalo,Emily Mortimer",,
Judgment at Nuremberg,"Cinematography,Back to top,Legal Drama,History,Historical accuracy,Drama,Direction,Social commentary,Morality,Performance,War,Thought-provoking",8.3,60,"Fictionalized depiction of the 1947 Judges' Trial, the third of 12 trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.","Burt Lancaster,Spencer Tracy,Richard Widmark",,
Some Like It Hot,"Back to top,Costume design,Physical comedy,Buddy Comedy,Music,Romance,Direction,Satire,Romantic Comedy,Screwball Comedy,Great ensemble,Iconic performance,Farce,Comedy,Iconic ending,Iconic lines,Chemistry,Comedic brilliance",8.2,98,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.","Marilyn Monroe,Tony Curtis,Jack Lemmon",,
The Truman Show,"Freedom,Back to top,High-Concept Comedy,Authentic emotion,Dystopian elements,Drama,Allegorical elements,Psychological Drama,Satire,Existential,Philosophical elements,Social commentary,Dark Comedy,Identity,Showbiz Drama,Comedy,Thought-provoking",8.2,90,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,"Jim Carrey,Ed Harris,Laura Linney",,
Taxi Driver,"Drama,Back to top,Crime,Psychological Drama",8.2,94,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","Robert De Niro,Cybill Shepherd,Jodie Foster",,
Batman Begins,"Cinematography,Back to top,Drama,Adaptation,Realism,Thriller,Epic,Atmospheric,Dark tone,Action sequences,Tragedy,Superhero,Performance,Character development,Action Epic,Production design,Crime,Action,Psychological depth",8.2,70,"After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.","Ken Watanabe,Michael Caine,Christian Bale",,
For a Few Dollars More,"Cinematography,One-Person Army Action,Pacing,Iconic score,Back to top,Musical score,Drama,Direction,Spaghetti Western,Character development,Action sequences,Atmospheric,Quest,Period Drama,Thrilling,Western,Chemistry",8.2,74,Two bounty killers with similar intentions but different motivations team up to take down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,"Clint Eastwood,Gian Maria Volontè,Lee Van Cleef",,
Green Book,"Back to top,Historical accuracy,Holiday,Drama,Biography,Music,Friendship,Performance,Docudrama,Inspirational,Personal growth,Social commentary,Period Drama,Comedy,Character development,Road Trip,Chemistry",8.2,69,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,"Viggo Mortensen,Mahershala Ali,Linda Cardellini",,
Hamilton,"Educational,Back to top,History,Authentic emotion,Historical accuracy,Dance choreography,Drama,Biography,Performance,Production design,Epic,Social commentary,Comedic brilliance,Character development,Historical Epic,Musical,Musical score",8.3,88,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Phillipa Soo,Leslie Odom Jr.,Lin-Manuel Miranda",,
The Wolf of Wall Street,"Cinematography,Back to top,Drama,Comedy,Biography,Direction,Iconic performance,Epic,Raunchy Comedy,Dark Comedy,True Crime,Performance,Comedic brilliance,Sexuality,Dark humor,Satire,Docudrama,Social commentary,Crime",8.2,75,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","Leonardo DiCaprio,Jonah Hill,Margot Robbie",,
Dangal,"Fight choreography,Cinematography,Back to top,Coming-of-Age,Sport,Authentic emotion,Martial Arts,Family dynamics,Drama,Biography,Direction,Emotional weight,Social commentary,Inspirational,Performance,Action",8.3,N/A,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.","Aamir Khan,Fatima Sana Shaikh,Sakshi Tanwar",,
Downfall,"Back to top,Inner conflict,History,Historical accuracy,Drama,Biography,Docudrama,Production design,Political Drama,Atmospheric,Social commentary,Tragedy,Performance,War,Realism,Thought-provoking",8.2,82,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","Alexandra Maria Lara,Bruno Ganz,Ulrich Matthes",,
Bicycle Thieves,"Cinematography,Back to top,Historical accuracy,Authentic emotion,Human experience,Family dynamics,Drama,Psychological Drama,Social commentary,Survival,Tragedy,Dramatic depth,Quest,Financial Drama,Realism",8.2,N/A,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.","Lamberto Maggiorani,Enzo Staiola,Lianella Carell",,
The Chaos Class Failed the Class,"Comedy,Back to top,Satire",8.6,N/A,A young and beautiful female teacher starts working in an all boys high school.,"Münir Özkul,Kemal Sunal,Tarik Akan",,
L.A. Confidential,"Cinematography,Back to top,Drama,Suspense Mystery,Adaptation,Conspiracy Thriller,Police Procedural,Whodunnit,Cop Drama,Hard-boiled Detective,Atmospheric,Dark tone,Mystery,Narrative complexity,Period Drama,Performance,Character development,Production design,Social commentary,Crime",8.2,91,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.","Russell Crowe,Guy Pearce,Kevin Spacey",,
1917,"Cinematography,Back to top,Historical accuracy,Authentic emotion,Thin story,Drama,Suspenseful,Production design,Epic,Atmospheric,Technical achievement,Sound design,Period Drama,Thrilling,War,Action,War Epic",8.2,78,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","Dean-Charles Chapman,Daniel Mays,George MacKay",,
Snatch,"Cinematography,Soundtrack,Rewatchable,Back to top,Caper,Dark humor,Direction,Great ensemble,Gangster,Dark Comedy,Comedy,Character development,Crime,Comedic brilliance",8.2,55,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","Stephen Graham,Jason Statham,Brad Pitt",,
Metropolis,"Dystopian Sci-Fi,Artistic vision,Back to top,Religious themes,Visual spectacle,Dystopian elements,Drama,Sci-Fi Epic,Epic,Sci-Fi,Technical achievement,Social commentary,Steampunk,Enduring legacy,Ambitious,Dubbing",8.3,98,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.","Alfred Abel,Gustav Fröhlich,Brigitte Helm",,
Reservoir Dogs,"Standout performance,Dialogue,Soundtrack,Back to top,Authentic emotion,Suspenseful,Non-linear structure,Realism,Heist,Gangster,Atmospheric,Performance,Character development,Crime,Thriller",8.3,81,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","Harvey Keitel,Michael Madsen,Tim Roth",,
Scarface,"Over-the-top,Cinematography,Soundtrack,Back to top,Drama,Direction,Drug Crime,Iconic performance,Epic,Gangster,Social commentary,Tragedy,Ambitious,Iconic ending,Character development,Crime,Iconic lines",8.3,65,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.","Al Pacino,Steven Bauer,Michelle Pfeiffer",,
2001: A Space Odyssey,"Artistic vision,Pacing,Back to top,Confusing,Symbolism,Sci-Fi Epic,Psychological Drama,Epic,Artificial Intelligence,Space Sci-Fi,Adventure Epic,Sci-Fi,Adventure,Ambitious,Atmospheric,Enduring legacy,Philosophical elements,Thought-provoking",8.3,84,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.","Keir Dullea,Gary Lockwood,William Sylvester",,
Lawrence of Arabia,"Cinematography,Inner conflict,Historical accuracy,Authentic emotion,Back to top,Drama,Biography,Direction,Performance,Epic,Tragedy,Adventure Epic,Adventure,Identity,Desert Adventure,War,Musical score,War Epic",8.3,100,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","Peter O'Toole,Alec Guinness,Anthony Quinn",,
The Apartment,"Back to top,Quirky Comedy,Comedy,Authentic emotion,Holiday Comedy,Workplace Drama,Feel-Good Romance,Enduring legacy,Iconic ending,Relatable,Holiday Romance,Dark Comedy,Dramatic depth,Performance,Comedic brilliance,Romantic Comedy,Satire,Social commentary,Farce,Dubbing",8.3,94,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.","Shirley MacLaine,Fred MacMurray,Jack Lemmon",,
Incendies,"Cinematography,Inner conflict,Back to top,Religious themes,Narrative complexity,Drama,Direction,Family dynamics,Suspense Mystery,Social commentary,Identity,Performance,Mystery,War",8.3,80,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"Mélissa Désormeaux-Poulin,Maxim Gaudette,Lubna Azabal",,
Ikiru,"Drama,Back to top,Tragedy,Psychological Drama",8.3,92,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,"Nobuo Kaneko,Shin'ichi Himori,Takashi Shimura",,
Eternal Sunshine of the Spotless Mind,"Cinematography,Dreamlike,Originality,Back to top,Narrative complexity,Drama,Romance,Surreal,Emotional weight,Psychological Drama,Sci-Fi,Philosophical elements,Performance,Chemistry,Dark Romance",8.3,89,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.","Jim Carrey,Kate Winslet,Tom Wilkinson",,
The Hunt,"Back to top,Inner conflict,Authentic emotion,Drama,Suspenseful,Psychological Drama,Atmospheric,Morality,Tragedy,Social commentary,Performance,Realism,Thought-provoking",8.3,77,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","Thomas Bo Larsen,Annika Wedderkopp,Mads Mikkelsen",,
Toy Story 3,"Computer Animation,Bittersweet,Back to top,Animation style,Supernatural Fantasy,Authentic emotion,Family dynamics,Family,Emotional weight,Fantasy,Generational appeal,Urban Adventure,Adventure,Animation,Dark tone,Comedy,Character development,Friendship",8.3,92,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","Tim Allen,Tom Hanks,Joan Cusack",,
Star Wars: Episode VI - Return of the Jedi,"Back to top,Creature design,Pacing,Special effects,Epic,Space Sci-Fi,Quest,Iconic ending,Dark Fantasy,Dystopian Sci-Fi,Sci-Fi Epic,Emotional weight,Globetrotting Adventure,Action sequences,Generational appeal,Adventure Epic,Satisfying ending,Character development,Action Epic,Fantasy Epic",8.3,58,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.","Carrie Fisher,Mark Hamill,Harrison Ford",,
Come and See,"Cinematography,Thriller,Historical accuracy,Authentic emotion,Back to top,Drama,Symbolism,Psychological depth,Psychological Drama,Epic,Survival,Tragedy,Sound design,Dark tone,Period Drama,War,Realism,War Epic",8.3,N/A,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.","Liubomiras Laucevicius,Aleksey Kravchenko,Olga Mironova",,
Requiem for a Dream,"Cinematography,Soundtrack,Back to top,Authentic emotion,Drama,Psychological Drama,Social commentary,Tragedy,Dark tone,Performance,Realism,Haunting",8.3,71,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,"Jennifer Connelly,Ellen Burstyn,Jared Leto",,
Singin' in the Rain,"Back to top,Nostalgic,Dance choreography,Musical score,Romance,Satire,Romantic Comedy,Iconic performance,Production design,Jukebox Musical,Feel-Good Romance,Iconic scene,Classic Musical,Comedy,Musical,Chemistry,Comedic brilliance",8.3,99,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,"Donald O'Connor,Gene Kelly,Debbie Reynolds",,
Once Upon a Time in America,"Cinematography,Inner conflict,Pacing,Back to top,Narrative complexity,Drama,Production design,Sexuality,Epic,Gangster,Dark Comedy,Ambitious,Period Drama,Character development,Crime,Friendship,Musical score",8.3,75,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.","Robert De Niro,James Woods,Elizabeth McGovern",,
American Beauty,"Cinematography,Back to top,Authentic emotion,Dark humor,Family dynamics,Drama,Symbolism,Psychological Drama,Social commentary,Tragedy,Performance,Sexuality",8.3,84,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Annette Bening,Thora Birch,Kevin Spacey",,
Capernaum,"Cinematography,Back to top,Coming-of-Age,Authentic emotion,Legal Drama,Human experience,Drama,Direction,Psychological Drama,Social commentary,Survival,Dramatic depth,Realism",8.4,75,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.","Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole",,
Joker,"Standout performance,Cinematography,Inner conflict,Back to top,Drama,Mental health,Psychological Drama,Psychological Thriller,Atmospheric,Social commentary,Tragedy,Dark tone,Performance,Crime,Thought-provoking,Thriller",8.3,59,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.","Robert De Niro,Zazie Beetz,Joaquin Phoenix",,
3 Idiots,"Back to top,Coming-of-Age,Authentic emotion,Drama,Buddy Comedy,Direction,Performance,Satire,Social commentary,Quirky Comedy,Inspirational,Comedy,Character development,Friendship,Comedic brilliance",8.4,67,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","Aamir Khan,Mona Singh,Madhavan",,
Princess Mononoke,"Soundtrack,Back to top,Adult Animation,Hand-Drawn Animation,Animation style,Quest,Dark Fantasy,Anime,Narrative complexity,Adventure Epic,Animation,Action Epic,Fantasy Epic,Suspenseful,Philosophical elements,Social commentary,Adventure,Dubbing,Environmentalism",8.3,78,"While seeking to cure himself of a curse, young warrior Ashitaka stumbles into a conflict between the people of Iron Town and Princess Mononoke, a girl raised by wolves, who will stop at nothing to prevent the destruction of her home.","Yûko Tanaka,Yuriko Ishida,Yôji Matsuda",,
Your Name.,"Supernatural themes,Cinematography,Dreamlike,Soundtrack,Back to top,Drama,Hand-Drawn Animation,Animation style,Authentic emotion,Romantic,Anime,Emotional weight,Fantasy,Animation,Character development,Shōjo,Visual spectacle,Romance,Psychological Drama",8.4,81,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.","Ryûnosuke Kamiki,Ryo Narita,Mone Kamishiraishi",,
Braveheart,"Action Epic,Cinematography,Freedom,Soundtrack,Historical accuracy,Back to top,Drama,Biography,Direction,Character development,Action sequences,Epic,Costume Drama,Romantic,Period Drama,War,War Epic",8.3,68,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"Patrick McGoohan,Mel Gibson,Sophie Marceau",,
Das Boot,"Cinematography,Back to top,Historical accuracy,Authentic emotion,Drama,Direction,Suspenseful,Epic,Atmospheric,Boring,Sound design,War,Realism,War Epic",8.4,85,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,"Jürgen Prochnow,Klaus Wennemann,Herbert Grönemeyer",,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Back to top,Rewatchable,Dark humor,Direction,Performance,Satire,Political Drama,Social commentary,Dark Comedy,Tragedy,Quirky Comedy,Farce,Comedy,War,Thought-provoking,Comedic brilliance",8.3,97,"A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop.","George C. Scott,Peter Sellers,Sterling Hayden",,
Oldboy,"Cinematography,Back to top,Drama,Thriller,Authentic emotion,Psychological Thriller,Atmospheric,Dark tone,Mystery,One-Person Army Action,Narrative complexity,Symbolism,Action sequences,Dark Comedy,Character development,Surreal,Psychological Drama,Action,Psychological depth",8.3,78,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.","Choi Min-sik,Kang Hye-jeong,Yoo Ji-tae",,
High and Low,"Artistic vision,Back to top,Authentic emotion,Drama,Direction,Suspenseful,Police Procedural,Social commentary,Mystery,Dramatic tension,Crime,Thought-provoking,Camera work,Thriller",8.4,90,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,"Yutaka Sada,Toshirô Mifune,Tatsuya Nakadai",,
Good Will Hunting,"Thought-provoking,Dialogue,Inner conflict,Coming-of-Age,Back to top,Personal growth,Drama,Romance,Mental health,Psychological Drama,Social commentary,Performance,Friendship",8.3,71,"A therapist counsels Will Hunting, a janitor with a genius IQ.","Robin Williams,Matt Damon,Ben Affleck",,
Avengers: Endgame,"Back to top,Pacing,Nostalgic,Thin story,Emotional weight,Action sequences,Space Sci-Fi,Sci-Fi,Tragedy,Time Travel,Superhero,Adventure,Satisfying ending,Uneven quality,Character development,Action",8.4,78,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Mark Ruffalo,Robert Downey Jr.,Chris Evans",,
